"","Acanthocyclops_robustus","Artemia_franciscana","Ascomorpha_ecaudis","Bothrioneurum_vejdovskyanum","Brachionus","Brachionus_angularis","Brachionus_calyciflorus","Chaetogaster_diaphanus","Chaetonotus_sp._bor_MK-2018","Chironomidae","Chironomus","Chironomus_luridus","Chironomus_nuditarsis","Chydoridae","Chydorus_brevilabris","Crangonyx_floridanus","Crangonyx_pseudogracilis","Craspedacusta_sowerbii","Cricotopus","Cricotopus_laricomalis","Cyclopidae","Cyclopoida","Cyclops_abyssorum","Cyprideis_torosa","Daphnia","Daphnia_ambigua","Daphniidae","Diaphanosoma_brachyurum","Dikerogammarus_villosus","Dinobryon_divergens","Diptera","Dissotrocha_macrostyla","Dreissena_polymorpha","Ephemera_danica","Eubosmina_coregoni","Euchlanis_dilatata","Eucyclops_serrulatus","Eudiaptomus_gracilis","Gammarus_tigrinus","Gammarus_zaddachi","Harmonia_axyridis","Hydra","Hydra_oligactis","Hymenoptera","Keratella","Keratella_cochlearis","Keratella_quadrata","Limnocythere_inopinata","Lumbricillus_fennicus","Macrothrix_sp._HE-364","Mesocyclops_leuckarti","Nais","Nais_barbata","Nais_christinae","Nais_communis/variabilis_complex_sp._A3","Nais_elinguis","Ophidonais_serpentina","Osmia_bicornis","Philodina_citrina","Plectus_aquatilis","Ploima","Polyarthra","Polyarthra_dolichoptera_complex_sp._UO-2013","Polyarthra_sp._UO-2013","Polypedilum_nubeculosum","Polypedilum_sp._9_SC","Polyphemus_pediculus","Procladius_ferrugineus","Radix_balthica","Stagnicola","Stylaria_lacustris","Synchaeta","Synchaeta_cf._tremula/oblonga_UO-2012","Synchaeta_pectinata","Synchaeta_sp._WM-2017a","Tanytarsus_bathophilus","Tanytarsus_lestagei","Tanytarsus_occultus","Thaumetopoea_processionea","Tubifex_tubifex","Uncinais_uncinata","Unio_pictorum"
"WB.410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73275595422209e-05,0,0,0,0.999768017321373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18620476337767e-05,0,0,0,0,0,0,0,0,0,0,4.63965357253325e-05,0,0,0,0,0,0,0,0,0,0,4.63965357253325e-05,0,0,0,0
"WB.409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB.408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022075055187638,0,0,0,0,0,0,0,0.997792494481236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB.407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.35096314441599e-05,0,0,0,0,0,0,0,0.999916490368556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eGW5",0.000689021589343133,0,0,0,0,0,0,0.020670647680294,0,0.0110243454294901,0,0,0.00849793293523197,0.00643086816720257,0,0,0,0,0.00482315112540193,0.0117133670188333,0,0.12746899402848,0.041341295360588,0,0.00597152044097382,0,0,0,0.00390445567294442,0,0.0898024804777216,0,0.0114836931557189,0,0,0,0,0.0209003215434084,0,0,0,0,0.00482315112540193,0,0,0.0197519522278365,0,0,0.00367478180983004,0,0,0.211299954065227,0.0124023886081764,0,0.00137804317868627,0,0,0,0,0.00436380339917317,0,0.108635737253101,0.0548920532843362,0,0.0909508497932935,0.00826825907211759,0.00137804317868627,0.00229673863114378,0.00091869545245751,0.000689021589343133,0.00482315112540193,0,0,0.0254937988056959,0,0.0627009646302251,0.0091869545245751,0,0,0,0.00734956361966008,0
"eGW4",0,0,0,0,0,0,0,0,0,0,0.041507024265645,0,0,0,0,0,0,0,0.0070242656449553,0.0351213282247765,0.00127713920817369,0.139846743295019,0,0,0.506385696040868,0,0,0,0.00191570881226054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127713920817369,0,0.00127713920817369,0.133461047254151,0,0,0.116219667943806,0,0.00319284802043423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eGW2",0,0,0,0,0,0,0,0.000472366556447804,0.000661313179026925,0,0,0.000188946622579121,0.000283419933868682,0.154558337269721,0.106943788379783,0,0,0.000188946622579121,0.000188946622579121,0,0,0.34832309872461,0,0,0.193197921587152,0,0,0,0.000566839867737364,0,0.00103920642418517,0,0,0,0,0,0.0021728861596599,0.000188946622579121,0,0,0,0.000944733112895607,0.000283419933868682,0,0,0,0,0,0,0,0,0.00982522437411431,0.000188946622579121,0.000472366556447804,0,0,0.000283419933868682,0,0,0,0.0021728861596599,0.00774681152574398,0.00179499291450165,0,0.00273972602739726,0,0.157770429853566,0,0.000472366556447804,0,0.000377893245158243,0,0.000188946622579121,0.00387340576287199,0,0,0.00151157298063297,0,0,0.000377893245158243,0,0
"eGW1",0,0,0,0,0,0,0,0,0,0,0.0194730813287514,0,0,0.00229095074455899,0,0,0,0,0.0641466208476518,0.0939289805269187,0.011454753722795,0.694158075601375,0.0435280641466208,0,0.0126002290950745,0,0,0,0.0103092783505155,0,0,0,0,0,0.00229095074455899,0,0,0.00229095074455899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206185567010309,0.00343642611683849,0,0,0,0,0.00572737686139748,0,0.00801832760595647,0,0.00572737686139748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eWB6",0,0,0,0,0.136075949367089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284810126582278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00949367088607595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753164556962025,0,0,0,0,0,0,0,0,0,0,0,0,0.0727848101265823,0,0,0,0,0,0,0
"eWB5",0,0,0,0,0.117424242424242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170454545454545,0.0113636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113636363636364,0.0113636363636364,0.0113636363636364,0.00757575757575758,0,0.0113636363636364,0.0113636363636364,0,0,0,0,0,0,0,0,0,0,0.609848484848485,0,0,0,0,0,0,0,0,0,0,0,0,0.0265151515151515,0,0,0,0,0,0,0
"eWB4",0,0,0,0,0.036547433903577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394245723172628,0.00777604976671851,0,0,0,0,0.0139968895800933,0,0.0031104199066874,0,0,0,0,0,0.0318818040435459,0.00544323483670296,0,0,0,0,0,0,0,0,0,0.0124416796267496,0,0,0,0,0.0334370139968896,0,0,0,0,0,0,0,0,0,0,0.385692068429238,0,0.00544323483670296,0,0,0,0,0,0,0,0,0.0412130637636081,0,0.0287713841368585,0,0,0,0,0,0,0
"eWB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486238532110092,0.00917431192660551,0,0,0,0.0412844036697248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055045871559633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307339449541284,0,0,0.100917431192661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eWB1",0,0,0,0,0.0223728813559322,0.00112994350282486,0.00135593220338983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00587570621468927,0.00293785310734463,0,0,0,0.000451977401129943,0.161581920903955,0.00248587570621469,0.000451977401129943,0,0,0,0.00248587570621469,0,0.0363841807909605,0,0,0,0,0,0,0,0,0,0.0183050847457627,0.00587570621468927,0.00451977401129944,0,0,0.00338983050847458,0,0,0,0,0,0,0,0,0,0,0,0.63638418079096,0,0,0,0,0,0,0,0,0,0.00112994350282486,0.0203389830508475,0.00768361581920904,0.0648587570621469,0,0,0,0,0,0,0
"DvG4.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00425344675858023,0,0,0,0,0,0,0,0,0,0,0,0.99574655324142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG0.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000280898876404494,0,0,0,0,0,0,0,0,0,0,0,0.999719101123596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG36.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG12.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG8.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG4.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184252086936903,0,0,0,0,0,0,0,0,0,0,0,0.98157479130631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG36.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG12.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG8.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000329554442393883,0,0,0,0,0,0,0,0,0,0,0,0.999670445557606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG4.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG0.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG24.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG12.4B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG12.4A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG8.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cont.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790808999521302,0,0,0,0,0.000478697941598851,0,0,0,0,0,0,0,0,0,0.00119674485399713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207515557683102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cont.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cont.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cont.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG36.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG24.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132467876539939,0,0,0,0,0,0,0,0,0,0,0,0.998675321234601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG0.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG36.C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG24.C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG12.C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG8.C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG4.C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG0.C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG12.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG8.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50091023666153e-05,0,0,0,0,0,0,0,0,0,0,0,0.999964990897633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG0.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17883911451978e-05,0,0,0,0,0,0,0,0,0,0,0,0.999978211608855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG36.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DvG8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000534016874933248,0,0,0,0,0,0,0,0,0,0,0,0.999465983125067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
